,DH,DZDM,Cu,Zn,Ni,Pb,Ag,Co,Mo,W,As,Sb,Bi,Hg,Au,Sn,Sum,Geo_object
14296,0049d2,12,10.2,21.5,14.4,30.6,0.074,7.2,0.6,0.38,1.5,0.09,0.09,0.0074,0.0013,1.6,95.64,IN1
14297,0071a1,12,7.2,30.6,12.4,29.8,0.049,5,0.82,0.82,0.8,0.05,0.13,0.0103,0.0015,2.4,100.4,IN1
14298,0071b1,12,8.7,32,11.6,29.3,0.046,4.3,1.24,0.99,1.2,0.08,6.96,0.0332,0.0011,2,131.6,IN1
14299,0071c1,12,10.8,37.1,10.7,26.5,0.054,4.7,2.46,0.69,0.89,0.06,0.15,0.0098,0.0012,2.2,106.1,IN1
14300,0071c2,12,21.2,30.5,12.7,28.9,0.061,5.9,1.48,0.57,1.6,0.1,0.22,0.012,0.0012,2.4,117.6,IN1
14301,0071d1,12,7,31.8,13.2,28.8,0.05,4.9,0.81,0.85,1.03,0.08,0.14,0.0103,0.0011,2.4,101.4,IN1
16976,0484d1,9,12.9,57.9,21.2,15.9,0.075,11.2,0.56,2,14,1.09,0.17,0.0083,0.0008,3.1,148.4,IE2
16977,0496d1,9,2.1,16.1,4.5,13.6,0.035,2.9,0.78,0.37,1.7,0.15,0.29,0.0047,0.0012,1.3,48.53,IE2
16978,0496d2,9,3.1,12.7,2.2,9.1,0.032,3.6,1.04,0.38,2.1,0.14,0.13,0.0052,0.0015,1.5,41.22,IE2
16979,0737c1,9,7.9,29.8,12.9,22.9,0.061,7.5,0.4,0.72,6.7,0.39,0.14,0.0058,0.0011,2.2,97.41,IE2
16980,0740a1,9,10.1,46.8,19.4,19.1,0.078,9.1,0.48,1.84,12,1.01,0.17,0.0104,0.0007,3.5,134,IE2
16981,0740c1,9,11.1,48.3,15.8,18.9,0.09,8.7,0.48,1.68,10.8,1,0.25,0.0113,0.001,7.8,136.2,IE2
16982,0740c2,9,10.7,47.2,15.9,17.3,0.068,6.8,0.44,1.84,12.3,1.61,0.17,0.0119,0.0007,2.7,128.9,IE2
16983,0740c3,9,2.7,101.9,14.8,22.8,0.092,5.5,0.4,0.56,3.4,0.16,0.32,0.005,0.0009,6.3,163.9,IE2
16984,1360a1,9,4.9,24.7,3.7,16.7,0.065,5.9,0.36,0.4,2,0.14,0.06,0.0043,0.0007,2,65.23,IE2
16985,1360b1,9,10.7,56.6,21.8,16.8,0.089,8.8,0.72,2.4,35.6,2.16,0.28,0.0296,0.0007,3.4,188.9,IE2
16986,1360c1,9,5.5,24.7,8.7,17,0.056,5.1,0.36,0.4,3.5,0.35,0.07,0.0052,0.001,2.1,73.04,IE2
16987,1360d1,9,29,69.4,71.6,11.6,0.078,22.6,0.38,0.4,4.3,0.28,0.07,0.0067,0.001,2.4,218.8,IE2
16988,1360d2,9,27.3,120.5,25.1,10.9,0.084,12.6,2.04,1.68,7,0.38,0.08,0.0199,0.0008,2.8,230.4,IE2
16989,1361a1,9,6.7,25.3,5.3,20.6,0.05,6.4,0.36,0.4,3.4,0.24,0.08,0.0054,0.0007,2,76.23,IE2
16990,1361b1,9,11.3,60.4,16.3,16.9,0.052,10,0.4,0.88,6.9,0.54,0.1,0.0087,0.0008,2.1,134.6,IE2
16991,1361d1,9,14.3,32.6,65.5,14.6,0.061,10.8,0.36,0.4,2.5,0.21,0.07,0.0047,0.001,1.9,148,IE2
16992,1361d2,9,14.7,50.4,20.9,16.6,0.118,15,0.4,0.4,3.8,0.31,0.12,0.007,0.0007,2.3,132,IE2
16993,0485c2,12,13.7,59.5,22.6,17.4,0.037,11.7,0.7,3,18.2,1.17,0.22,0.013,0.0014,3.3,164.5,IE2
16994,0485d1,12,6.7,27.9,7.8,19.3,0.054,8.8,0.45,1.25,8.5,0.63,0.11,0.0063,0.0012,2.2,90,IE2
16995,0485d2,12,31.6,60,33.8,8.6,0.04,20.8,0.4,0.35,2,0.19,0.03,0.0055,0.0017,1.8,165.1,IE2
16996,0491c2,12,3.6,28.4,3.4,19.6,0.044,4.1,0.4,0.35,1.8,0.11,0.12,0.0043,0.0014,4.3,70.53,IE2
16997,0491c3,12,5.1,27.1,3.7,20.6,0.039,3.2,0.47,0.33,7,0.26,0.2,0.005,0.001,2.2,75.2,IE2
16998,0491d1,12,9.2,26.7,8.4,13.8,0.071,6.7,7.8,1.3,2.3,0.13,1.76,0.0069,0.0011,3,88.06,IE2
16999,0491d2,12,4.2,21,2.6,16.8,0.061,3.6,0.45,0.38,2,0.25,0.03,0.0078,0.0009,1.9,61.07,IE2
17000,0497b1,12,5.7,34,6,16.2,0.038,6,0.41,0.34,3.1,0.18,0.12,0.0063,0.0012,2.6,80.99,IE2
17001,0497b2,12,11.5,42.3,4.1,15.1,0.038,3.6,0.5,0.33,2.4,0.17,0.82,0.004,0.0011,4.7,89.56,IE2
17002,0497c1,12,3.6,19.2,4.2,11.8,0.038,4.2,0.52,0.4,1.6,0.21,0.14,0.0052,0.0013,2.5,53.61,IE2
17003,0497c2,12,6.4,25.2,6.5,13.4,0.072,7.1,0.65,0.76,9.8,0.83,0.24,0.0046,0.0011,2.3,77.85,IE2
17004,0497d1,12,5.4,23.8,6.8,15.5,0.05,5.4,0.41,0.46,3.8,0.24,0.18,0.0053,0.0012,2.1,69.44,IE2
17005,0497d2,12,4.7,18.5,5.1,15.1,0.063,6,0.51,0.37,3.2,0.5,0.27,0.0051,0.001,2,61.41,IE2
17006,0497d3,12,4.9,24.4,5.9,15,0.058,6.8,0.49,0.75,5.4,0.41,0.16,0.0054,0.0011,2.1,71.77,IE2
17007,0498a1,12,4.9,33.3,4.1,17.9,0.06,5.9,0.47,0.36,2.3,0.18,0.09,0.0044,0.0008,3.2,77.16,IE2
17008,0498a2,12,5.6,25.6,5.4,20.1,0.064,6.4,1.75,0.51,2.1,0.18,0.22,0.004,0.0012,2.8,74.73,IE2
17009,0498a3,12,2.5,15.4,2.9,13.6,0.048,5.9,1,0.37,2.1,0.24,0.08,0.004,0.0009,1.9,50.04,IE2
17010,0498b1,12,3.9,16.5,2.4,15.4,0.047,4.8,0.4,0.36,2.2,0.19,0.08,0.0042,0.0014,2.4,52.88,IE2
17011,0498c1,12,4.5,18.3,3.6,14,0.071,9.6,0.47,0.35,2,0.25,0.04,0.0041,0.0012,3,60.28,IE2
17012,0498c2,12,3.9,16.9,4.4,10.8,0.032,5.2,0.87,0.39,2.4,0.15,0.07,0.005,0.0013,2.1,52.21,IE2
17013,0498d1,12,4.1,15.1,3.5,17.8,0.035,4,0.53,0.36,3.1,0.23,0.1,0.0042,0.0012,2.5,55.56,IE2
17014,0498d2,12,1,14.6,3.4,9.5,0.044,3.1,1.3,0.68,3.1,0.23,0.11,0.0048,0.0014,2.1,43.97,IE2
17015,0498d3,12,4.7,30.8,3.2,18.2,0.033,3.4,2.08,0.42,2.3,0.18,0.08,0.0046,0.0019,3.8,73.79,IE2
17016,0499a1,12,3.4,25,3.1,17.6,0.088,4.5,0.35,3.48,1.3,0.1,0.78,0.0041,0.0015,8.6,72.4,IE2
17017,0499a2,12,3.5,18.1,2.4,26.3,0.041,4.2,0.35,0.37,1.9,0.17,0.12,0.0041,0.0012,1.5,63.05,IE2
17018,0499b1,12,9.9,41.1,14.4,13.5,0.052,7.6,0.46,0.49,7.1,0.52,0.13,0.0043,0.002,2,101.6,IE2
17019,0499c1,12,6.5,21.9,6.3,15.3,0.08,3.9,0.35,2.49,2.8,0.18,0.84,0.0053,0.0018,7.2,73.14,IE2
17020,0499c2,12,5.8,27.8,5.5,23.4,0.053,4.4,0.37,0.35,3.1,0.18,0.05,0.0048,0.0019,2,77.8,IE2
17021,0499d1,12,5.1,25.2,3.4,24.2,0.05,5.4,0.36,0.36,2.9,0.34,0.08,0.0063,0.0013,1.9,75.59,IE2
17022,0499d2,12,4.1,22.8,3,21.8,0.036,4.2,0.33,0.37,1.7,0.14,0.07,0.0054,0.0015,1.7,65.65,IE2
17023,0499d3,12,7.8,16.2,5.1,28.1,0.06,4.6,0.4,0.38,3.4,0.27,0.09,0.006,0.0013,1.6,74,IE2
17024,0500a1,12,3.2,13,4.4,31,0.029,2.7,0.36,0.33,2.6,0.23,0.37,0.0052,0.0013,1.9,65.32,IE2
17025,0500a2,12,3.9,16.3,3.9,26.6,0.038,4.1,0.33,0.31,2.1,0.15,0.09,0.0055,0.0011,2.1,65.42,IE2
17026,0500b1,12,8.9,23.5,7.6,12.9,0.051,5.9,0.45,0.63,5.2,0.34,0.09,0.0054,0.0012,2.5,73.46,IE2
17027,0500b2,12,10.6,39.7,9.2,15.6,0.032,3.5,0.47,0.48,5.2,0.37,0.25,0.0061,0.0009,2.2,93.7,IE2
17028,0500c1,12,12.4,68.8,12.7,17.1,0.062,9,0.4,0.83,4.3,0.33,0.12,0.0054,0.0016,2.5,133.9,IE2
17029,0500c2,12,5.2,21.8,5.4,14.9,0.035,3.2,0.37,0.99,2.6,0.11,0.51,0.0079,0.0026,3.3,66.32,IE2
17030,0500c3,12,4.5,20.1,3.8,27.9,0.033,3.4,0.33,0.34,2.4,0.17,0.17,0.0082,0.0009,1.5,72.84,IE2
17031,0500d2,12,3.6,19.1,5.1,15.2,0.034,4.7,0.4,0.86,2.2,0.28,0.17,0.0067,0.0014,2.4,60.75,IE2
17032,0504b1,12,5.8,30.5,4.7,16,0.042,3.6,0.78,0.51,3.6,0.17,0.23,0.0079,0.0011,2.5,76.33,IE2
17033,0504b2,12,5.9,34,4.5,26.6,0.037,4.9,1,0.31,5,0.36,0.27,0.0078,0.0012,3.3,93.98,IE2
17034,0504c1,12,3.6,30.7,2.4,13.5,0.034,4,8.6,0.49,2.2,0.14,0.17,0.0074,0.0013,1.6,74.84,IE2
17035,0504c3,12,4.4,18.1,4.1,10.5,0.042,5.6,0.4,0.37,2.8,0.2,0.05,0.0074,0.0014,1.8,55.76,IE2
17036,0504d1,12,5.2,13.9,3.5,4.7,0.043,1.6,0.36,0.48,4.1,0.21,0.12,0.0059,0.0016,2.3,42.41,IE2
17037,0504d2,12,3.5,34.9,3.7,15.5,0.035,3.3,0.32,0.36,2.5,0.29,0.13,0.0055,0.0014,3.3,73.34,IE2
17038,0504d3,12,4.5,18.9,4.8,21.3,0.042,3.5,0.3,0.36,1.4,0.52,0.08,0.0044,0.0011,2,62.1,IE2
17039,0505a1,12,2.8,17.8,4.6,13.5,0.032,3.5,1.2,0.56,1.8,0.09,0.15,0.0079,0.0011,1.5,55.43,IE2
17040,0505a2,12,3.3,25.6,4.7,26.1,0.042,4.2,0.44,0.48,1.5,0.07,0.13,0.0097,0.0012,1.9,78.16,IE2
17041,0505b1,12,3.4,16.2,2.8,15.2,0.048,5.6,0.3,0.4,2,0.22,0.06,0.0091,0.001,1.8,57.13,IE2
17042,0505b2,12,1.7,11.5,3.3,12.7,0.048,3.6,3.08,1.36,1.4,0.1,0.12,0.0204,0.0015,1.9,61.21,IE2
17043,0505c1,12,3.2,18.6,2.8,16.3,0.049,5.5,0.32,0.36,1.6,0.12,0.02,0.0046,0.0012,1.7,55.17,IE2
17044,0505c2,12,4.3,26.5,5.4,16.6,0.058,2.9,0.32,0.52,3.4,0.24,0.06,0.0047,0.0012,1.4,66.4,IE2
17045,0505d1,12,3.4,17.3,4.8,14.4,0.049,3.2,0.36,0.4,1.7,0.12,0.03,0.0063,0.001,1.5,53.56,IE2
17046,0505d2,12,3.7,18.5,3.6,17,0.041,5.4,0.64,0.4,2.4,0.13,0.04,0.0106,0.0011,2.1,64.55,IE2
17047,0505d3,12,4.6,65.4,8.3,19,0.052,3.7,0.32,0.56,3.6,0.41,0.38,0.0126,0.0016,2.6,121.5,IE2
17048,0506a1,12,2.8,15.3,3.9,12.7,0.045,3.4,0.84,1.2,2,0.1,0.06,0.016,0.0013,1.7,60.05,IE2
17049,0506a2,12,2.5,16.8,3.2,18.1,0.047,4.1,0.4,0.36,1.9,0.19,0.06,0.0169,0.0016,2.7,67.26,IE2
17050,0506b1,12,3.8,49.5,5.2,18.7,0.057,5.5,0.64,0.36,2.9,0.22,0.08,0.0275,0.0015,2,116.5,IE2
17051,0506b2,12,4.2,20.7,5.3,17,0.034,5.2,0.42,0.36,2.4,0.15,0.03,0.0459,0.001,3.1,104.8,IE2
17052,0506c1,12,2.2,13.5,2.1,11.2,0.035,5,2.02,0.36,2,0.15,2.48,0.0269,0.0012,1.4,69.35,IE2
17053,0506c2,12,4.9,13.8,4,15.1,0.081,4,1.76,0.48,2.5,0.34,4.29,0.047,0.0012,1.6,99.85,IE2
17054,0506c3,12,4.8,117.4,10.3,22.1,0.052,2.9,0.64,0.36,1.6,0.18,0.67,0.0296,0.0014,6.2,196.8,IE2
17055,0506d2,12,3.3,14.3,3,11.2,0.048,3.4,0.32,0.56,1.5,0.18,0.08,0.0134,0.0012,1.7,52.99,IE2
17056,0507a1,12,4.9,17.9,3.2,14.2,0.052,4.1,0.32,0.36,1.6,0.18,0.06,0.0449,0.0011,2.1,93.87,IE2
17057,0507b1,12,3.2,16.3,2.9,10.5,0.057,4.7,0.84,0.88,5.8,0.71,0.09,0.0116,0.0012,2.5,60.08,IE2
17058,0507b2,12,3.1,20.9,6,12.7,0.053,23.5,0.6,1.44,4.1,0.33,0.15,0.0086,0.0017,2.4,83.87,IE2
17059,0507c2,12,4.7,23.8,3.2,14.6,0.034,5.1,0.44,0.88,3.5,0.35,0.14,0.0091,0.0012,2.7,68.55,IE2
17060,0507c3,12,3.1,22.1,5,9.3,0.049,4.5,0.38,0.68,2.3,0.2,0.09,0.0041,0.0011,1.8,53.6,IE2
17061,0508a1,12,17.7,75.3,12,15.5,0.049,18.4,0.52,0.64,6.1,0.29,0.09,0.0082,0.0011,2.6,157.4,IE2
17062,0508b1,12,4.8,20.1,2.4,24.4,0.046,5.9,0.36,0.32,1.9,0.25,0.07,0.0061,0.001,2.2,68.85,IE2
17063,0513b1,12,2,22.6,4,17.9,0.042,5.6,0.38,0.56,2.3,0.36,0.04,0.0032,0.0008,2.1,61.08,IE2
17064,0513b2,12,3.7,19.4,2.3,17.3,0.039,5.2,0.34,0.4,1.9,0.19,0.27,0.0053,0.0012,2,58.34,IE2
17065,0513b3,12,4.5,24.6,4,15.1,0.041,4.8,0.36,0.4,2.6,0.2,0.08,0.0057,0.0011,1.5,63.88,IE2
17066,0513d1,12,4.9,16.7,6.1,15.6,0.043,4.7,0.36,0.4,1.7,0.22,0.11,0.0041,0.0009,1.9,56.83,IE2
17067,0514a1,12,3.1,15.8,8.8,11.9,0.058,4.6,0.4,0.4,1.6,0.24,0.08,0.0041,0.0016,1.7,52.78,IE2
17068,0514a2,12,2.7,13.5,3.6,12.6,0.059,4.7,0.34,1.04,1.6,0.3,0.04,0.0042,0.0013,1.3,45.98,IE2
17069,0514a3,12,3,16.6,2.8,20.4,0.062,6.5,0.36,0.56,2.3,0.27,0.11,0.004,0.0013,1.4,58.36,IE2
17070,0514a4,12,2.2,15.1,3.4,14.4,0.076,5.6,0.34,0.38,2,0.17,0.08,0.0042,0.0014,1.8,49.75,IE2
17071,0514b1,12,4.1,19,8.7,15.2,0.064,8.6,0.4,0.4,2.5,0.17,0.09,0.004,0.0014,2.1,65.33,IE2
17072,0515a1,12,2.1,15.3,4.8,9.9,0.045,2.5,0.4,0.36,1.64,0.14,0.03,0.0043,0.0012,3,44.52,IE2
17073,0737a3,12,11.7,46.3,19.4,18.8,0.079,9.2,0.6,1.2,15,0.73,0.24,0.0116,0.0009,2.9,137.7,IE2
17074,0737b2,12,6.6,24.4,5.3,22.5,0.047,5.2,0.36,0.4,1.5,0.1,0.19,0.0049,0.0007,2.3,73.8,IE2
17075,0737d1,12,10,35,6.5,16.2,0.053,7.4,0.4,0.56,5.3,0.27,0.08,0.0096,0.0007,3,94.36,IE2
17076,0738c3,12,4.4,21.9,2.8,22.5,0.035,4.5,0.36,0.7,3.4,0.42,0.11,0.0072,0.001,1.6,69.93,IE2
17077,0740b1,12,6.2,29.8,4,15.8,0.033,6.4,0.38,0.52,3,0.21,0.09,0.0081,0.001,1.8,76.33,IE2
17078,0740b2,12,7.3,26.4,5.2,15.7,0.039,5.5,0.4,0.4,1.7,0.1,0.11,0.0068,0.0009,1.8,71.45,IE2
17079,0740b3,12,8.4,34.7,9,20,0.052,8.4,0.44,1.04,8.6,0.48,0.09,0.0057,0.001,2.7,99.6,IE2
17080,0740d1,12,10.6,43.6,7.9,15,0.047,10.1,0.38,0.4,5.8,0.1,0.08,0.0067,0.0007,2.4,103.1,IE2
17081,0741a1,12,12.8,46.8,19.8,19.1,0.084,14.4,0.36,0.8,4,0.16,0.08,0.0079,0.0008,3.1,129.4,IE2
17082,0741a2,12,4.4,27.2,4.1,19.6,0.035,4.8,0.36,0.4,3.2,0.34,0.16,0.0069,0.0008,2,73.5,IE2
17083,0741a3,12,13.4,66.9,15.6,13.2,0.061,20.1,0.38,0.56,3.1,0.21,0.09,0.0136,0.001,2.3,149.5,IE2
17084,1361c1,12,2.9,16.4,5.9,24.4,0.049,4.3,0.36,0.4,1.7,0.2,0.14,0.0059,0.0009,2.1,64.75,IE2
17085,0742a1,13,5.9,32.4,15.9,18.8,0.073,8.6,0.4,0.4,3.5,0.24,0.13,0.005,0.0011,3,94.34,IE2
17086,0742c2,13,3.4,19.8,12.7,19.9,0.063,5.7,0.44,0.38,2.9,0.19,0.05,0.0069,0.0008,1.8,74.22,IE2
16290,0655c1,12,9.7,44.6,18,17.3,0.068,11.6,0.55,0.95,6.4,0.31,0.23,0.0074,0.0011,2.9,120,IE1
16291,0655d1,12,3.7,17.1,6.2,16,0.045,5.3,0.37,0.39,1.7,0.11,0.09,0.0045,0.0013,1.9,57.41,IE1
16292,0655d2,12,2.2,16.3,3.7,16,0.045,4.2,0.33,0.33,1,0.07,0.03,0.0042,0.001,2,50.41,IE1
16293,0656c1,12,3.3,15.1,5.3,16.7,0.045,5.1,0.38,0.33,1.3,0.09,0.04,0.0046,0.001,1.9,54.19,IE1
16294,0656d1,12,3.5,18.2,5.4,18.8,0.049,5.7,0.36,0.37,1.4,0.09,0.03,0.0042,0.0012,2,60.1,IE1
16295,0657b1,12,8.9,22.2,2.5,12.1,0.055,4.9,0.39,0.37,1.7,0.1,0.07,0.0049,0.0013,1.9,60.09,IE1
16296,0657c1,12,4.9,25.1,6.4,13,0.071,7.3,0.36,0.33,3.6,0.1,0.04,0.0073,0.0014,2.4,70.9,IE1
16297,0657c2,12,4.8,18.6,4,16,0.063,6.4,0.34,0.3,1.3,0.08,0.03,0.0045,0.0015,2.1,58.51,IE1
16298,0657c3,12,2.5,18.5,3.6,22.6,0.069,6.4,0.35,0.32,1.3,0.08,0.07,0.0046,0.0011,2.4,62.79,IE1
16299,0657d1,12,3.8,35.7,7,12.2,0.052,5,0.36,0.37,2.1,0.09,0.12,0.0058,0.0014,2,74.59,IE1
16300,0657d2,12,5.1,19.4,3.6,16.6,0.052,5.1,0.35,0.38,1.2,0.09,0.03,0.0046,0.0013,2.2,58.7,IE1
16301,0658a2,12,2.8,15.1,5,27.8,0.066,6.2,0.32,0.44,1.4,0.08,0.07,0.0043,0.001,1.9,65.48,IE1
16302,0658a3,12,2.7,16.4,1.3,19.6,0.061,5.9,0.32,0.56,1.8,0.1,0.03,0.004,0.001,1.9,54.67,IE1
16303,0658b1,12,1.6,14.9,6.9,28.3,0.071,5.6,0.32,0.44,1.9,0.35,0.04,0.0048,0.001,1.9,67.12,IE1
16304,0658b2,12,3,15.7,6.5,18.6,0.059,5.5,0.32,0.56,2.1,0.22,0.13,0.0041,0.001,2.3,59.09,IE1
16305,0658c1,12,6.3,19.6,6.4,15.1,0.062,5.8,0.32,0.44,2.8,0.11,0.04,0.0049,0.0009,2,63.87,IE1
16306,0658c2,12,5.5,20.9,6.5,16.3,0.055,5.5,0.32,0.56,2.3,0.13,0.04,0.0056,0.0009,1.8,65.51,IE1
16307,0658d1,12,5.1,16.8,2.4,18.2,0.052,3.9,0.32,0.44,2.3,0.13,0.12,0.0056,0.001,1.9,57.26,IE1
16308,0670d1,12,16.3,63.8,25.4,17.2,0.053,14,0.56,1.44,12.4,0.57,0.26,0.0084,0.0009,3.9,164.3,IE1
16309,0671a1,12,15.8,51.8,20.1,15.1,0.08,9.8,0.52,0.8,8,0.49,0.24,0.0082,0.0009,2.6,133.5,IE1
16310,0671b1,12,12.4,46.3,15.1,9.8,0.065,18.1,0.36,0.4,2.4,0.13,0.09,0.0057,0.0012,2.4,113.2,IE1
16311,0671c1,12,17.8,58.7,26.1,17,0.066,12.1,0.52,1.04,10.3,0.48,0.23,0.0081,0.0011,3.3,155.7,IE1
16312,0671d1,12,3.9,22.7,6.6,22.2,0.093,6.5,0.32,0.4,2,0.21,0.04,0.0055,0.0009,2.4,72.86,IE1
16313,0671d2,12,4.9,110.3,14.8,9.7,0.084,5.3,0.32,0.4,1.6,0.09,0.23,0.0044,0.0011,5,157.1,IE1
16314,0672a1,12,2.8,14.7,9.1,26,0.051,5.3,0.36,0.38,1.2,0.1,0.04,0.0086,0.001,1.9,70.53,IE1
16315,0672a2,12,2.5,13.4,7.7,25.7,0.045,3.9,0.36,0.38,1.4,0.1,0.04,0.0072,0.0009,2.4,65.13,IE1
16316,0672b1,12,11.2,38.4,13.6,15.9,0.057,6.4,0.6,0.64,5.2,0.27,0.29,0.015,0.0009,2.1,109.7,IE1
16317,0672c1,12,16.4,48.5,20.2,13.1,0.068,8.5,0.36,0.4,2.7,0.2,0.08,0.0125,0.0007,2,125,IE1
16318,0672c2,12,10.9,43.9,6.5,11.5,0.045,6,0.38,0.38,1.9,0.2,0.06,0.01,0.0008,2.1,93.87,IE1
16319,0672c3,12,5.4,99.7,13.5,5.5,0.079,4.6,0.36,0.38,1.4,0.08,0.47,0.0071,0.0009,3.2,141.8,IE1
16320,0672d1,12,4.6,20.2,6.6,17.3,0.045,3.5,0.38,0.38,1.5,0.1,0.08,0.0064,0.0009,2.1,63.19,IE1
16321,0672d2,12,3.9,21.6,3.9,15.4,0.046,4,0.38,0.5,1.6,0.17,0.07,0.0078,0.0008,1.9,61.27,IE1
16322,0673a1,12,11.8,41.6,14.3,15.3,0.044,5.2,2.48,0.8,7.6,0.3,0.23,0.0093,0.001,2.1,111.1,IE1
16323,0673b1,12,11.2,46,17.2,16.6,0.066,6.9,0.54,0.97,6.6,0.33,0.16,0.0086,0.0012,2.5,117.7,IE1
16324,0673b2,12,5.1,22.9,8.5,19.8,0.051,3.9,0.36,1.04,1.3,0.1,0.47,0.0055,0.0014,1.7,70.72,IE1
16325,0673b3,12,11.5,47.8,16.7,18.2,0.061,6.4,0.62,0.82,6.4,0.32,0.19,0.0085,0.0012,2.7,120.2,IE1
16326,0673c1,12,6,28,8.7,13.6,0.048,4.6,0.38,0.4,2.6,0.16,0.1,0.0059,0.0012,1.9,72.39,IE1
16327,0673d1,12,5.5,23.6,6.2,18.5,0.049,4.8,0.35,0.35,1.6,0.12,0.07,0.0049,0.0014,1.9,67.94,IE1
16328,0673d2,12,10.4,40.7,14.6,12.6,0.047,5.8,0.51,0.62,4.9,0.26,0.2,0.0073,0.001,2.1,100,IE1
16329,0674a1,12,3,20.7,5.6,17.7,0.043,4.7,0.33,0.44,3.2,0.13,0.06,0.007,0.0017,1.8,64.7,IE1
16330,0674a2,12,8.1,38.3,12.2,15.1,0.048,5.1,0.4,0.68,3.6,0.23,0.14,0.0075,0.0012,2.3,93.7,IE1
16331,0674b1,12,3.7,27.5,3.8,13.7,0.052,5.1,0.36,0.36,0.93,0.13,0.04,0.0064,0.0014,1.8,63.87,IE1
16332,0674b2,12,2,17.3,3.2,7.2,0.054,3.9,0.37,0.42,0.9,0.07,0.35,0.0068,0.0014,1.9,44.47,IE1
16333,0674b3,12,6.1,19.3,7.8,16.6,0.042,3.2,0.36,0.33,1.3,0.09,0.06,0.0067,0.0015,1.8,63.68,IE1
16334,0674c1,12,7.8,32.2,8.2,16.2,0.055,4.8,0.45,0.47,2.4,0.17,0.19,0.0072,0.0011,2.2,82.34,IE1
16335,0675a2,12,3.6,30.9,2.7,11.1,0.046,3,0.35,0.4,1.8,0.12,0.06,0.0062,0.0016,2.1,62.38,IE1
16336,0675b3,12,5.7,41.2,9.8,17.2,0.051,4.8,0.4,0.72,3.5,0.15,0.17,0.0081,0.0014,1.9,93.69,IE1
16337,0685c1,12,4.2,38.5,8.6,20.6,0.056,2.1,0.4,0.56,3.5,0.18,0.31,0.011,0.001,1.4,91.41,IE1
16338,0685d2,12,4,19.5,2.7,25.5,0.056,2.7,0.38,0.4,2.1,0.1,0.15,0.0051,0.001,2,64.69,IE1
16339,0686b2,12,3.6,19.8,3.7,22.3,0.056,3.3,0.38,0.4,1.5,0.08,0.06,0.0091,0.0008,1.8,66.08,IE1
16340,0686c1,12,6.9,31.7,1.6,13.4,0.056,4.6,0.44,0.56,1.5,0.12,0.61,0.0135,0.0007,1.6,76.59,IE1
16341,0686c2,12,15.7,37.7,22,16.6,0.062,10.9,0.4,0.56,2.6,0.16,0.08,0.012,0.0007,2,120.8,IE1
16342,0686c3,12,5,26.2,4.3,18,0.033,3.7,0.38,0.48,1.9,0.13,0.11,0.0118,0.0013,2.2,74.23,IE1
16343,0686d1,12,16.2,53.5,23.4,20.9,0.039,10.9,0.36,1.84,14.9,0.55,0.03,0.0146,0.0013,2.2,159.4,IE1
16344,0687a1,12,13.3,51.3,20.5,15.3,0.046,6.2,0.48,0.84,8.3,0.45,0.19,0.0094,0.0011,2.3,128.6,IE1
16345,0687a2,12,12.8,48.9,20.9,16.6,0.095,11.2,0.52,0.96,9.3,0.49,0.35,0.0094,0.0013,2.3,133.8,IE1
16346,0687b1,12,3.1,20.4,3.5,21.6,0.046,6.6,0.32,0.4,2.4,0.14,0.09,0.0054,0.0013,1.7,65.7,IE1
16347,0687b2,12,11.9,48.6,17.8,16,0.06,8.3,0.48,0.8,7,0.39,0.23,0.0087,0.0012,2.8,123.1,IE1
16348,0687b3,12,13.1,51.6,18.5,17.1,0.082,9.4,0.54,0.8,9.5,0.59,0.23,0.0079,0.0015,3.3,132.6,IE1
16349,0687c1,12,14.5,56.4,20.9,17.7,0.064,9.9,0.52,0.8,10.2,0.59,0.97,0.0136,0.001,2.8,148.9,IE1
16350,0687d1,12,9.7,48.7,12.9,11.3,0.065,11.7,0.36,0.4,2.5,0.15,0.13,0.0067,0.0009,4,108.6,IE1
16351,0687d2,12,7.3,37.4,13.8,15.6,0.058,6.8,0.36,1.68,3.1,0.24,0.73,0.0071,0.0011,8.9,103.1,IE1
16352,0688a1,12,11.2,47.7,24.9,14.1,0.121,21,0.32,0.4,2.9,0.19,0.11,0.0067,0.0009,1.8,131.4,IE1
16353,0688a2,12,10.5,52.4,11.9,31.8,0.163,6.8,0.32,0.48,3,0.18,0.39,0.0076,0.001,2.2,127.7,IE1
16354,0688b1,12,3.8,21.9,4,18.8,0.054,4,0.32,0.4,2.2,0.15,0.07,0.0052,0.001,2,62.9,IE1
16355,0688b2,12,4.1,14.2,10.7,21.9,0.058,6.4,0.32,0.4,1.6,0.11,0.04,0.0042,0.0012,1.9,65.93,IE1
16356,0688c1,12,3.8,26.8,3.2,17.9,0.045,5.1,0.32,0.4,1.9,0.18,0.13,0.0053,0.001,2,67.08,IE1
16357,0688d1,12,4.9,21,4.7,20.4,0.056,6.1,0.32,0.4,1.6,0.1,0.05,0.0065,0.0009,1.9,68.03,IE1
16358,0688d2,12,3,16.6,5.4,17.6,0.061,7.2,0.32,0.4,2,0.19,0.16,0.0051,0.0012,1.7,59.73,IE1
16359,0689a1,12,5.7,18,4.2,16.3,0.046,3.3,0.37,0.37,0.89,0.09,0.08,0.0058,0.0012,2.1,57.25,IE1
